name,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
Waylens,Application Performance Monitoring|Databases|Motors,2200000,operating,USA,NY,New York City,New York,1,2015-01-01,2015-09-23,2015-09-23
Waypoint Leasing Services,Aerospace,85000000,operating,USA,CT,Hartford,Darien,1,2013-01-01,2015-03-25,2015-03-25
WaysGo,Curated Web|Online Reservations,2000000,operating,USA,CA,SF Bay Area,San Francisco,1,2010-02-10,2010-03-01,2010-03-01
WayUp,Education|Freelancers,8968000,operating,USA,NY,New York City,New York,3,2014-01-01,2014-09-18,2015-04-30
#waywire,Entertainment|News|Politics|Social Media,1750000,acquired,USA,NY,New York City,New York,1,2012-06-01,2012-06-30,2012-06-30
Waze,Navigation|Transportation,67000000,acquired,USA,CA,SF Bay Area,Palo Alto,3,2007-01-01,2008-03-01,2011-10-18
WazeTrip,Hotels|Leisure|Search|Travel,30000,operating,USA,WA,Seattle,Sammamish,1,2013-06-01,2013-06-01,2013-06-01
WB21,FinTech,2938747.14466276,operating,USA,CA,SF Bay Area,Palo Alto,3,2014-08-01,2014-08-01,2015-10-17
We,Mobile,2000000,operating,USA,CA,SF Bay Area,San Francisco,1,2012-05-01,2013-03-01,2013-03-01
We Are Curious,Software,509999,operating,USA,NY,New York City,Woodside,1,2011-01-01,2015-07-17,2015-07-17
We Are Hunted,Forums|Graphics|Internet|Music|Peer-to-Peer|Software|Twitter Applications,3000000,operating,USA,CA,SF Bay Area,San Francisco,1,2009-04-17,2007-09-01,2007-09-01
We Cluster,Software,73300,operating,USA,NV,Las Vegas,Henderson,1,2011-01-01,2012-08-06,2012-08-06
We Heart It,Mobile|Photo Sharing|Social Media,8000000,operating,USA,CA,SF Bay Area,San Francisco,2,2011-01-01,2013-06-27,2014-03-17
Tribute,Software,347500,operating,USA,NY,New York City,Brooklyn,3,2014-06-01,2014-07-28,2014-10-01
Wealshire of Bloomington,Services|Training,3685000,operating,USA,MN,Minneapolis,Bloomington,1,2008-01-01,2010-07-08,2010-07-08
Wealth Access,Finance,6189808,operating,USA,TN,Nashville,Nashville,4,2011-01-01,2012-10-15,2015-09-23
Wealth Migrate,Commercial Real Estate|Crowdfunding|Real Estate,4211000,operating,USA,GA,Atlanta,Atlanta,3,2009-06-10,2013-07-01,2015-08-01
WealthVisor.com,Curated Web|Finance|Games,300000,operating,USA,WA,Seattle,Seattle,1,2009-09-01,2011-07-14,2011-07-14
WealthEngine,Analytics,13800001,operating,USA,MD,"Washington, D.C.",Bethesda,5,1991-01-01,2010-03-01,2014-05-20
WealthForge,Crowdfunding|Finance|FinTech,5229072,operating,USA,VA,Richmond,Richmond,4,2009-08-01,2013-08-08,2015-09-04
Wealthfront,Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management,129500000,operating,USA,CA,SF Bay Area,Palo Alto,5,2011-12-01,2008-12-16,2014-10-27
Wealthminder,Finance|Wealth Management,1705529,operating,USA,VA,"Washington, D.C.",Reston,2,2013-01-01,2014-12-11,2015-05-27
WealthTouch,Software,12805001,operating,USA,CO,Denver,Denver,3,2001-01-01,2009-04-27,2014-01-22
Wearable Intelligence,Software|Wearables,7874243,operating,USA,CA,SF Bay Area,San Francisco,1,2013-07-01,2014-08-20,2014-08-20
Wearable World,Automotive|Incubators|Internet of Things|Mobile|News|Wearables,125600,operating,USA,CA,SF Bay Area,San Francisco,2,2013-03-01,2014-10-08,2015-05-29
WeAre.Us,Advertising|Health Care Information Technology|Internet|Social Media|Social Network Media,50000,closed,USA,CA,SF Bay Area,San Francisco,1,2007-12-01,2008-08-01,2008-08-01
Supernova,Mobile,20200000,acquired,USA,CA,Los Angeles,Venice,3,2010-12-01,2010-01-01,2012-04-01
WearPoint,Consumer Electronics|Wearables,25000,operating,USA,NY,New York City,Brooklyn,1,2013-01-01,2013-07-12,2013-07-12
Wearsafe Labs,Mobile|Wearables,1000000,operating,USA,CT,Hartford,Hartford,1,2014-01-04,2014-09-01,2014-09-01
WEARVR,Games|Social Commerce|Virtualization,1500000,operating,USA,GA,Atlanta,Atlanta,1,2014-07-01,2015-04-07,2015-04-07
Weather Analytics,Analytics|Clean Technology,15495815,operating,USA,MD,"Washington, D.C.",Bethesda,3,2005-01-01,2013-08-05,2015-10-02
Weather Decision Technologies,Broadcasting|Business Services|Internet|Mobile|News,4000000,operating,USA,OK,Oklahoma City,Norman,1,1999-01-01,2013-11-29,2013-11-29
Weather Trends International,Software,5500000,operating,USA,PA,Allentown,Bethlehem,3,2006-06-27,2006-06-27,2011-06-24
WeatherBug,News,38000000,operating,USA,MD,"Washington, D.C.",Germantown,2,1993-01-01,2000-06-01,2004-03-01
Weatherista,Curated Web|E-Commerce|Fashion|News|Search|Shopping,500000,closed,USA,CA,SF Bay Area,San Francisco,1,2010-08-16,2010-08-15,2010-08-15
Weathermob,Crowdsourcing|Mobile,1010000,acquired,USA,MA,Boston,Cambridge,2,2011-01-01,2012-04-29,2013-07-17
WeatherNation TV,News,3700000,operating,USA,CO,Denver,Greenwood Village,2,2009-07-28,2012-04-24,2012-11-21
Weave,Dental|Medical|Telecommunications|Veterinary,20500000,operating,USA,UT,Salt Lake City,Lehi,2,2011-12-01,2014-06-11,2015-11-03
Weave,Location Based Services|Mobile|Professional Networking,120000,operating,USA,CA,SF Bay Area,San Francisco,1,2013-01-01,2014-05-01,2014-05-01
Weaver Labs,Artificial Intelligence|Chat|Internet of Things|Machine Learning|Messaging|Mobile|Watch|Wearables,100000,operating,USA,CA,SF Bay Area,San Francisco,2,2013-06-01,2014-12-01,2015-01-13
Web Design Giant Inc.,Design|E-Commerce|Web Development,50000,operating,USA,MA,Worcester,Lunenburg,1,2010-03-10,2012-09-17,2012-09-17
Web Performance,Consumer Electronics|Software,350000,operating,USA,NC,Raleigh,Durham,1,1999-10-11,2005-03-03,2005-03-03
Striim,Analytics|Big Data|Big Data Analytics|Business Intelligence|Data Integration|Real Time,32000000,operating,USA,CA,SF Bay Area,Palo Alto,3,2012-05-17,2012-05-01,2015-09-14
Webalo,Enterprise Software,3000000,operating,USA,CA,Los Angeles,Los Angeles,1,2000-01-01,2010-09-08,2010-09-08
Webber Aerospace,Transportation,30000,operating,USA,TX,Houston,Webster,1,2013-08-22,2013-10-13,2013-10-13
Webbynode,Cloud Computing|Networking|Web Development|Web Hosting,500000,operating,USA,FL,Miami,Miami,1,2008-08-01,2008-08-01,2008-08-01
OneRooftop,Software|Vacation Rentals,275000,operating,USA,CA,SF Bay Area,San Francisco,1,2010-03-18,2015-09-01,2015-09-01
Webcollage,Analytics|Content Syndication|E-Commerce Platforms|Publishing|SaaS|Sales and Marketing|Software,20643295,acquired,USA,NY,New York City,New York,5,1999-01-01,2007-05-10,2010-11-14
WebCurfew,Curated Web|Finance|Home Automation|Internet of Things,509000,operating,USA,IL,Chicago,Chicago,1,2013-05-01,2013-12-01,2013-12-01
"Workiva, Inc.",Software,52583497,ipo,USA,IA,Des Moines,Ames,7,2008-08-01,2009-10-13,2014-10-17
Webflow,Software,1500000,operating,USA,CA,SF Bay Area,San Francisco,3,2012-01-01,2013-03-01,2014-03-11
Webgility,Accounting|E-Commerce|SaaS,2500000,operating,USA,CA,SF Bay Area,San Francisco,1,2007-01-01,2015-03-12,2015-03-12
Webinfinity,Data Integration|Enterprise Software|Internet|Portals|SaaS,1500000,operating,USA,NY,Long Island,Huntington,1,1998-01-01,2013-06-17,2013-06-17
WebLayers,Software,10000000,operating,USA,MA,Boston,Cambridge,2,2002-01-01,2007-07-16,2009-01-14
WebLinc,E-Commerce,6000000,operating,USA,PA,Philadelphia,Philadelphia,1,1994-01-01,2014-08-19,2014-08-19
WebLink International,Software,5235714,operating,USA,IN,Indianapolis,Indianapolis,8,1995-01-01,2008-05-23,2015-09-23
WebMap Technologies,Technology,6000000,operating,USA,MA,Boston,Boston,1,1999-11-01,2001-02-20,2001-02-20
WebMD,Business Services|Curated Web,14000000,ipo,USA,NY,New York City,New York,1,1996-01-01,2014-09-26,2014-09-26
WebNotes,Curated Web|Internet,344999,operating,USA,MA,Boston,Cambridge,5,2007-01-01,2008-07-01,2011-10-24
WEbook,Publishing|Social Media,5000000,operating,USA,NY,New York City,New York,2,2007-01-01,2007-05-01,2008-09-17
WebOpenings,Beauty|Distribution|Marketplaces|Personal Health|Point of Sale|Portals|Search|Spas,500000,operating,USA,NY,New York City,New York,2,2011-01-01,2014-11-04,2015-07-30
"weBounty, Inc.",Crowdfunding|Social Activists|Social Commerce|Social Fundraising,20000,operating,USA,CA,SF Bay Area,Redwood City,1,2015-01-14,2015-02-28,2015-02-28
WebPT,Electronic Health Records|Software,1000000,operating,USA,AZ,Phoenix,Phoenix,2,2006-01-01,2010-12-14,2014-06-25
WeBRAND,Consumer Internet|Crowdfunding|Crowdsourcing|Design|E-Commerce|Internet Marketing|New Product Development,450000,operating,USA,CA,Los Angeles,Los Angeles,1,2012-12-01,2013-04-15,2013-04-15
Webroot,Security,108912913,operating,USA,CO,Denver,Broomfield,2,1997-01-01,2005-02-07,2010-12-19
Websense,Security,18000000,acquired,USA,CA,San Diego,San Diego,1,1994-01-01,2006-09-25,2006-09-25
Webshoz,Advertising|Video,225000,operating,USA,WA,Seattle,Kirkland,1,2010-10-22,2011-07-29,2011-07-29
WebStudiyo Productions,Education|Social Media Advertising,1000000,operating,USA,NY,New York City,New York,1,2007-01-01,2007-01-01,2007-01-01
Webtab,Facebook Applications|Mobile,2000000,operating,USA,CA,SF Bay Area,San Francisco,1,2010-09-01,2013-04-01,2013-04-01
Webtalk,Coupons|Facebook Applications|File Sharing|Internet|Local Search|Networking|Search|Social Media|Social Network Media|Twitter Applications,1150000,operating,USA,FL,Tampa,St. Petersburg,4,2011-01-10,2011-01-01,2014-08-01
WebTuner,Hardware + Software|Television,15174199,operating,USA,WA,Seattle,Redmond,3,2010-01-01,2010-11-05,2015-12-02
Webvanta,Public Relations,1060618,operating,USA,CA,Napa Valley,Sebastopol,4,2007-09-01,2008-01-01,2013-01-03
WebVisible,Advertising|Internet Marketing|Local Advertising|Sales and Marketing|Software,37000000,closed,USA,CA,CA - Other,Playa Vista,3,2001-01-01,2005-09-01,2010-02-11
"WeCounsel Solutions, LLC",Online Scheduling|Software,600000,operating,USA,TN,Chattanooga,Chattanooga,1,2011-06-02,2013-08-15,2013-08-15
Wedding Party,iPhone|Mobile|Weddings,1000000,acquired,USA,CA,SF Bay Area,Palo Alto,2,2012-08-01,2013-02-21,2013-12-19
Wedding Spot,Consumer Internet|Marketplaces,3225000,operating,USA,CA,SF Bay Area,San Francisco,2,2013-05-01,2013-12-12,2014-09-22
Weddington Way,Consumer Internet|E-Commerce|Events|Fashion|Social Buying|Weddings,11500000,operating,USA,CA,SF Bay Area,San Francisco,3,2011-01-01,2011-08-01,2014-08-11
WeddingWire Inc,Curated Web|Events|Weddings,31065000,operating,USA,MD,"Washington, D.C.",Chevy Chase,4,2006-01-01,2007-02-01,2012-09-26
WeDeliver,E-Commerce|Local|Public Transportation|Startups,800000,acquired,USA,IL,Chicago,Chicago,1,2013-01-08,2014-01-15,2014-01-15
WeDemand,Music,975000,operating,USA,NY,New York City,New York,1,2010-08-01,2012-12-19,2012-12-19
Wedge Buster,Sports,2200000,operating,USA,CA,Los Angeles,Los Angeles,1,2011-07-01,2012-09-25,2012-09-25
wedgies,Curated Web|Polling|Surveys,2450000,operating,USA,NV,Las Vegas,Las Vegas,3,2012-04-01,2012-11-14,2015-03-26
WeDidIt,Software,100000,operating,USA,NY,New York City,Brooklyn,2,2011-06-01,2013-05-10,2014-07-01
Wedit,Social Media|Video|Weddings,75000,operating,USA,MI,Detroit,Detroit,1,2010-04-15,2010-04-15,2010-04-15
WedPics,Android|Apps|iOS|iPhone|Photography|Photo Sharing|Weddings,14850000,operating,USA,NC,Raleigh,Raleigh,6,2010-12-01,2012-06-28,2015-02-18
Wee Web,Babies|Parenting|Social Media,270000,operating,USA,NY,New York City,New York,1,2008-01-01,2008-09-01,2008-09-01
Weebly,Blogging Platforms|Curated Web|E-Commerce Platforms|Web Development,35670000,operating,USA,CA,SF Bay Area,San Francisco,4,2006-01-01,2007-01-01,2014-04-22
Social High,Social Media Marketing,200000,operating,USA,WA,Spokane,Spokane,1,2015-04-16,2015-05-28,2015-05-28
WeedWall,Cannabis|Social Media,30000,operating,USA,CA,Los Angeles,Los Angeles,1,2011-07-14,2012-09-07,2012-09-07
Weeks Communications,Software,200000,operating,USA,IN,Indianapolis,Indianapolis,3,2011-01-01,2013-04-01,2014-11-01
Weemba,Finance,10455481,closed,USA,FL,Miami,Miami Beach,2,2011-01-01,2009-11-11,2011-09-13
SightCall,Application Platforms|Apps|Cloud Computing|Developer APIs|Enterprise Software|Internet|Mobile|Video,13000000,operating,USA,CA,SF Bay Area,San Francisco,3,2007-12-01,2011-06-01,2015-10-09
weeSpring,Curated Web|E-Commerce|Finance|Parenting|Social Media,700000,operating,USA,NY,New York City,New York,2,2012-09-01,2013-04-02,2013-12-01
WeFi,Mobile,17000000,operating,USA,VA,"Washington, D.C.",Fairfax,3,2006-01-01,2007-05-24,2012-01-20
Weft,Analytics|Big Data|Enterprise Software|Logistics|Predictive Analytics,2995000,operating,USA,MA,Boston,Cambridge,2,2013-04-01,2014-03-05,2015-07-17
WeGame,Social Media,3500000,acquired,USA,CA,SF Bay Area,San Francisco,2,1840-01-01,2007-10-08,2008-03-01
WeGoLook,E-Commerce,3250000,operating,USA,OK,Oklahoma City,Oklahoma City,2,2009-01-01,2014-10-20,2015-10-15
WegoWise,Curated Web,4900000,operating,USA,DC,"Washington, D.C.",Washington,2,2010-03-01,2011-01-01,2013-05-14
WeGush,Internet,410000,operating,USA,MA,Boston,Brookline,1,2013-01-01,2014-09-16,2014-09-16
WeHack.It,Apps|Design|iOS|Social Media|Software|Web Development,20000,operating,USA,MA,Boston,Cambridge,1,2011-12-01,2012-01-11,2012-01-11
WeHostels,E-Commerce|Marketplaces|Mobile|Social Media|Startups|Travel,1265000,acquired,USA,NY,New York City,New York,3,2011-11-15,2011-09-01,2012-03-18
WeLink,Social Buying|Social CRM|Social Media Advertising|Social Media Marketing|Social Media Monitoring|Social + Mobile + Local|Social Recruiting,20000,operating,USA,CA,SF Bay Area,San Jose,1,2012-01-20,2012-06-29,2012-06-29
Welkin Health,Health and Wellness|Health Care|Hospitals,2000000,operating,USA,CA,SF Bay Area,San Francisco,2,2013-07-01,2014-08-18,2015-07-14
Welkio,Mobile|SaaS,400000,operating,USA,CA,San Luis Obispo,San Luis Obispo,1,2014-09-12,2015-10-16,2015-10-16
Well,Curated Web|Mobile,1000000,operating,USA,CA,SF Bay Area,San Mateo,1,2010-09-10,2012-03-01,2012-03-01
Well Beyond Care,Elder Care|Health Care|Health Care Information Technology,150000,operating,USA,TX,Austin,Austin,2,2014-01-01,2014-11-13,2015-01-01
Well Done,Cloud Data Services|Hospitality|IT Management|Mobile|Mobile Commerce|Mobile Payments|Nightclubs|Point of Sale|Restaurants|Tablets,15000,operating,USA,TN,Memphis,Memphis,1,2014-05-01,2014-04-05,2014-04-05
WellApps,Hardware + Software,145000,acquired,USA,NJ,Newark,Upper Saddle River,1,2009-01-01,2011-04-21,2011-04-21
WellAware,Oil & Gas|Software,61000000,operating,USA,TX,San Antonio,San Antonio,3,2012-01-01,2013-10-07,2015-09-01
WellAWARE Systems,Biotechnology,10810000,acquired,USA,VA,"Washington, D.C.",Charlottesville,3,2000-01-01,2009-12-08,2012-10-16
Wellbe,Health Care,4225000,operating,USA,WI,Madison,Madison,3,2009-01-01,2013-10-22,2015-01-05
Wellcentive,Health Care,15249999,operating,USA,GA,Atlanta,Roswell,3,2005-01-01,2012-06-13,2014-04-18
Wellcoin,Health and Wellness,1020000,operating,USA,MA,Boston,Newton,2,2011-01-01,2013-02-28,2015-01-16
Wellcore,Hardware + Software,7499994,closed,USA,CA,SF Bay Area,San Jose,2,2007-01-01,2009-06-29,2010-07-12
WellDoc,Health Care|Hospitals|Medication Adherence|Real Time,26652027,operating,USA,MD,Baltimore,Baltimore,6,2005-03-01,2009-03-20,2015-07-31
WellDog,Oil,1500000,operating,USA,WY,WY - Other,Laramie,2,1999-01-01,2004-06-16,2014-11-01
Wellfount,Biotechnology,32025000,operating,USA,IN,Indianapolis,Indianapolis,10,2006-01-01,2010-06-23,2015-02-27
Wellframe,Curated Web,10000000,operating,USA,MA,Boston,Boston,2,2011-01-01,2014-04-07,2014-09-08
WellFX,Health and Wellness,5000000,operating,USA,CA,Napa Valley,Petaluma,1,2011-01-01,2012-07-17,2012-07-17
WellGen,Biotechnology,12500000,operating,USA,NJ,Newark,North Brunswick,2,2006-07-01,2004-03-25,2007-10-29
Welliko,Health and Wellness,130000,operating,USA,NY,Long Island,Huntington,1,2014-01-01,2014-06-18,2014-06-18
Wellinks,Health Diagnostics|Wearables,100000,operating,USA,CT,Hartford,New Haven,1,2013-05-01,2014-10-14,2014-10-14
Wellkeeper,Hardware + Software,392971,operating,USA,NM,Albuquerque,Albuquerque,1,2001-01-01,2009-05-04,2009-05-04
Wellness Corner,Health and Wellness,48000,operating,USA,LA,Baton Rouge,Prairieville,1,2011-01-01,2015-07-15,2015-07-15
WellnessFX,Health and Wellness,15000000,operating,USA,CA,SF Bay Area,San Francisco,2,2010-04-01,2010-10-12,2011-12-12
WellNow Urgent Care Holdings,Health and Wellness,64000051,operating,USA,TN,Nashville,Nashville,4,2011-01-01,2012-02-15,2014-05-21
Wellntel,Clean Technology,1235000,operating,USA,WI,Milwaukee,Milwaukee,1,2012-01-01,2014-08-05,2014-08-05
Wello,Fitness|Health and Wellness|Training,1000000,operating,USA,CA,SF Bay Area,San Francisco,1,2011-01-01,2012-11-28,2012-11-28
Wellogix,Business Services|Energy|Oil|Professional Services,8000000,closed,USA,TX,Houston,Houston,1,1998-01-01,2005-09-12,2005-09-12
Wellpartner,Biotechnology,40600000,operating,USA,OR,"Portland, Oregon",Portland,4,2000-01-01,2005-01-12,2012-02-13
Wellpepper,Biotechnology|Health and Wellness|Health Care|SaaS,176097,operating,USA,WA,Seattle,Seattle,1,2012-12-14,2014-03-26,2014-03-26
WellRight,Cloud Computing|Health and Wellness|Health Care|Software,4625000,operating,USA,IL,Chicago,Chicago,2,2013-01-01,2013-11-05,2014-10-15
Wellspring Worldwide,Software,5000000,operating,USA,IL,Chicago,Chicago,2,2003-01-01,2014-02-12,2014-03-24
Welltheon,Health and Wellness,100000,operating,USA,HI,Honolulu,Honolulu,1,2009-01-01,2010-05-10,2010-05-10
Welltok,Health and Wellness,129990798,operating,USA,CO,Denver,Denver,7,2009-01-01,2011-08-24,2015-12-03
"WellTrackONE, Corporation",Health and Wellness|Health Care|Health Care Information Technology,2334978,operating,USA,SC,Hilton Head Island,Hilton Head Island,3,2011-01-01,2013-09-26,2015-08-17
Welocalize,Consulting|Education|Local|Translation,34000000,operating,USA,MD,Hagerstown,Frederick,2,1997-01-01,2010-11-22,2015-06-03
WelVU,Software,2167500,operating,USA,OR,"Portland, Oregon",Portland,3,2012-01-01,2012-08-06,2014-10-11
WemoLab,Games,8608986,operating,USA,CA,Los Angeles,Venice,6,2010-01-01,2012-01-11,2014-07-18
WeMonitor,Hardware + Software,5300000,operating,USA,CA,San Diego,San Diego,1,2013-01-01,2013-06-05,2013-06-05
WeMontage,Design|Photography,410000,operating,USA,WI,Green Bay,Neenah,2,2012-01-01,2013-08-22,2015-02-15
Wentworth Technology,Mobile,4082454,operating,USA,ME,"Portland, Maine",Saco,8,2010-01-01,2010-10-01,2015-01-06
WeoGeo,Analytics|Cloud Computing|Content|Databases|Data Integration|E-Commerce|Geospatial|Location Based Services|Storage|Web CMS,80000,operating,USA,OR,"Portland, Oregon",Portland,1,2006-01-01,2009-07-08,2009-07-08
Wepa,Software,2000000,operating,USA,AL,Birmingham,Alabaster,1,2008-01-01,2010-12-09,2010-12-09
WePay,Credit Cards|Developer APIs|Payments|Software,74150000,operating,USA,CA,SF Bay Area,Palo Alto,6,2008-01-01,2009-01-01,2015-05-20
WePlann,E-Commerce|Entertainment|Marketplaces|Online Reservations,25000,operating,USA,TX,Dallas,Fort Worth,2,2012-01-01,2013-10-29,2014-03-01
Weplay,Social Media,12970000,acquired,USA,NY,New York City,New York,3,2008-03-01,2006-01-01,2008-08-05
WePow,Career Management|Enterprise Software|Recruiting,5400000,operating,USA,CA,SF Bay Area,Sunnyvale,4,2011-01-01,2011-08-16,2014-09-01
WEPOWER Eco,Clean Technology|Environmental Innovation|GreenTech,200000,operating,USA,CA,Anaheim,Aliso Viejo,1,2001-01-01,2010-09-23,2010-09-23
Werkadoo,Consumer Electronics|Curated Web|Employment|Freelancers|Human Resources|Legal|Project Management|Recruiting|Staffing Firms,200000,closed,USA,TX,Houston,Houston,1,2009-02-01,2009-02-01,2009-02-01
Wesabe,Finance,4700000,closed,USA,CA,SF Bay Area,San Francisco,2,2005-12-01,2007-02-01,2007-06-01
WeShow,Games,5000000,closed,USA,NY,New York City,New York,1,2007-06-01,2007-06-01,2007-06-01
WeSpeke,Education|Language Learning,6230100,operating,USA,PA,Pittsburgh,Pittsburgh,3,2010-01-01,2011-12-30,2014-07-10
West Ridge Networks,Internet,8000000,operating,USA,MA,Boston,Littleton,1,2003-01-01,2003-09-29,2003-09-29
West World Media,News,22500000,operating,USA,CT,Hartford,Ridgefield,1,2007-01-01,2011-09-16,2011-09-16
Weston Software,Software,1577460,operating,USA,CT,Hartford,Westport,2,2007-09-01,2010-07-23,2012-12-17
WeTag,Hardware|Hardware + Software,500000,operating,USA,TX,Dallas,Plano,1,2013-08-01,2014-06-26,2014-06-26
WetFeet,Career Management|E-Commerce|Human Resources,9000000,acquired,USA,PA,Philadelphia,Philadelphia,1,1994-01-01,2000-01-31,2000-01-31
Wetpaint,Curated Web|Web Tools,39750000,acquired,USA,WA,Seattle,Seattle,3,2005-10-17,2005-10-01,2008-05-19
Wetradetogether,Graphics|Networking|Nightclubs|SaaS|Social Media|Startups,1052500,operating,USA,NY,New York City,New York,3,2011-01-01,2012-01-01,2015-07-27
WeVideo,Cloud Computing|Collaboration|Enterprise Software|Startups|Video|Video Editing,20304200,operating,USA,CA,SF Bay Area,Menlo Park,3,2011-04-01,2011-11-02,2014-04-17
Wevorce,Legal,3396962,operating,USA,WA,Seattle,Bothell,5,2012-01-01,2013-03-01,2015-09-01
WeVue,Crowdsourcing|Enterprise Software|Photography|Social Media|Video,685000,operating,USA,FL,Tampa,Tampa,1,2012-06-01,2014-03-15,2014-03-15
WeWork,Collaboration|Coworking|Real Estate|Social Media|Technology,1002784331,operating,USA,NY,New York City,New York,6,2010-02-15,2012-01-30,2015-06-25
Whale Path,Big Data|Business Services|Marketplaces|Market Research|SaaS,1100000,operating,USA,CA,SF Bay Area,San Francisco,1,2012-12-01,2014-09-04,2014-09-04
RetailMeNot,Advertising|Coupons|Curated Web|Custom Retail|Marketplaces,299500000,acquired,USA,TX,Austin,Austin,5,2007-05-01,2009-11-01,2011-11-10
Whaleback Systems,Web Hosting,17385483,closed,USA,NH,Portsmouth,Portsmouth,9,2004-01-01,2005-07-27,2010-08-25
Wham City Lights,Entertainment Industry|Events|Mobile|Software,500000,operating,USA,MD,Baltimore,Baltimore,1,2012-08-01,2013-12-06,2013-12-06
KWAD,Mobile,380000,operating,USA,CA,SF Bay Area,Oakland,2,2014-06-01,2014-09-30,2015-06-01
What They Like,Curated Web,1500000,closed,USA,CA,SF Bay Area,San Francisco,1,2007-08-29,2007-09-14,2007-09-14
What's Trending,Digital Media,1000000,operating,USA,CA,Los Angeles,Los Angeles,1,2011-01-01,2013-06-18,2013-06-18
WhatsApp,Messaging|Mobile|Mobile Social,58250000,acquired,USA,CA,SF Bay Area,Santa Clara,3,2009-01-01,2009-10-01,2013-07-01
"WHATT, INC",Mobile,500000,operating,USA,NY,New York City,New York,1,2013-07-08,2014-07-01,2014-07-01
Wheedle,Consumers|Hospitality|Service Providers,830000,operating,USA,OH,Cleveland,Cleveland,4,2014-07-01,2014-07-01,2015-09-01
Wheelz,Automotive|Collaborative Consumption,15700000,acquired,USA,CA,SF Bay Area,San Francisco,2,2011-01-01,2011-09-28,2012-02-22
When I Work,Apps|Mobile|Online Scheduling|Software,9000000,operating,USA,MN,Minneapolis,Saint Paul,2,2010-07-01,2014-01-08,2015-07-13
When You Wish,Crowdfunding|Crowdsourcing|E-Commerce|Non Profit|Nonprofits|Project Management|Small and Medium Businesses|Tech Field Support,1500000,operating,USA,CA,Los Angeles,Marina Del Rey,1,2011-02-01,2011-02-01,2011-02-01
PeachWorks,Collaboration|Enterprise Software|Knowledge Management|Restaurants,4000000,operating,USA,MI,Detroit,Southfield,1,2005-01-01,2015-03-03,2015-03-03
Where,E-Commerce,22358207,acquired,USA,MA,Boston,Boston,5,2004-01-01,2003-12-31,2009-12-23
Where I've Been,Facebook Applications|Maps|Search|Social Media|Travel,1750000,acquired,USA,IL,Chicago,Chicago,2,2007-06-08,2008-03-15,2010-04-15
BetterPet,Social Media,106000,operating,USA,CA,Los Angeles,Los Angeles,1,2012-01-01,2014-01-26,2014-01-26
Wherefor,Technology,75000,operating,USA,CA,Los Angeles,Santa Monica,1,2013-01-01,2014-09-18,2014-09-18
WhereNet,Hardware + Software,5000000,acquired,USA,CA,SF Bay Area,Santa Clara,1,1997-01-01,2005-01-31,2005-01-31
WhereverTV,Games|Television,150000,operating,USA,PA,Pittsburgh,Pittsburgh,1,2006-01-01,2008-01-01,2008-01-01
WHILL,Automotive|Electric Vehicles|Hardware|Hardware + Software|Internet of Things|Mobility,12850000,operating,USA,CA,SF Bay Area,San Carlos,3,2012-05-01,2013-06-25,2014-09-02
Whim,Mobile|Online Dating|Private Social Networking,200000,operating,USA,CA,SF Bay Area,San Francisco,2,2013-04-01,2014-06-30,2014-08-07
Whimseybox,Art|DIY|E-Commerce|Startups,75000,operating,USA,CO,Denver,Boulder,2,2011-12-01,2012-06-01,2012-11-01
Whipclip,Internet|Internet TV|Shared Services|Social Media,60000000,operating,USA,CA,Los Angeles,Santa Monica,3,2014-01-01,2014-05-01,2015-07-07
Whirlpool,Consumer Electronics|Hardware + Software,19330000,operating,USA,MI,MI - Other,Benton Harbor,1,1911-11-11,2009-10-30,2009-10-30
Whiskey Media,Curated Web|Web Development,4000000,acquired,USA,CA,SF Bay Area,San Francisco,2,2007-10-01,2009-03-24,2009-12-31
Whisper,File Sharing|Mobile|Networking|Social Media|Startups|Technology,61000000,operating,USA,CA,Los Angeles,Santa Monica,4,2012-01-01,2012-01-02,2014-05-19
Whisper Communications,Messaging|Mobile|Mobile Payments|Security,394500,operating,USA,GA,Atlanta,Atlanta,4,2009-11-01,2010-01-01,2011-01-01
Vetr,Crowdsourcing|Finance|News|Social Media|Social Network Media,1000000,operating,USA,NY,New York City,New York,1,2013-07-26,2013-07-28,2013-07-28
Whistle,Electronics|Hardware + Software|Internet of Things|Pets|Technology,21000000,operating,USA,CA,SF Bay Area,San Francisco,2,2012-01-01,2013-06-05,2015-01-29
Scout Finance,Finance Technology|FinTech|Mobile|SaaS,3450000,operating,USA,NY,New York City,New York,3,2014-06-01,2014-05-01,2015-11-01
Whistle Sports,Entertainment|Sports|Video Streaming,53000000,operating,USA,NY,New York City,New York,4,2009-01-01,2012-01-01,2015-01-13
Whistler Technologies,Data Visualization|Financial Services|FinTech|Machine Learning|Software,380000,operating,USA,CO,Denver,Boulder,2,2014-05-01,2015-01-01,2015-05-01
Whistlestop,Analytics|Politics,400000,operating,USA,DC,"Washington, D.C.",Washington,1,2011-10-01,2011-07-01,2011-07-01
Whitcomb Law PC,Legal,500000,operating,USA,CO,Denver,Denver,2,2012-04-01,2013-12-28,2013-12-28
